编号,小区人口数,横坐标,纵坐标,所属区域,需求,节点类别
1,2417,57.9025000000009,62.1323333333332,宽城区,966.8000000000001,31
2,9080,51.7922500000019,61.6066666666673,宽城区,3632.0,48
3,1333,54.8022500000016,54.8809999999994,宽城区,533.2,50
4,2658,54.2157500000009,67.8423333333337,宽城区,1063.2,43
5,3033,56.7305000000005,61.4793333333334,宽城区,1213.2,17
6,5450,47.8217500000007,65.6379999999999,宽城区,2180.0,55
7,3806,57.8710000000022,59.0090000000008,宽城区,1522.4,18
8,4853,53.9115000000017,68.6316666666661,宽城区,1941.2,20
9,2002,54.8905000000026,67.5750000000003,宽城区,800.8000000000001,16
10,2775,57.7405000000013,64.6423333333341,宽城区,1110.0,30
11,3504,58.3552500000017,69.7093333333333,宽城区,1401.6000000000001,37
12,1184,54.7114999999998,61.394,宽城区,473.6,69
13,2272,57.8122500000013,65.9596666666668,宽城区,908.8000000000001,19
14,5498,53.9822500000007,72.235333333334,宽城区,2199.2000000000003,55
15,2589,57.7500000000022,62.8986666666667,宽城区,1035.6000000000001,43
16,8007,60.6930000000006,66.1620000000009,宽城区,3202.8,0
17,2766,57.7760000000005,59.8536666666666,宽城区,1106.4,30
18,8960,58.3402500000005,68.8910000000007,宽城区,3584.0,52
19,1548,58.5285000000013,66.3123333333336,宽城区,619.2,2
20,3395,58.4544999999999,58.3376666666666,宽城区,1358.0,8
21,1027,58.9427499999999,62.9830000000003,宽城区,410.8,1
22,3825,46.3572499999998,60.5233333333336,宽城区,1530.0,18
23,1566,57.6880000000024,63.8290000000007,宽城区,626.4000000000001,2
24,1837,58.7832500000012,63.8556666666664,宽城区,734.8000000000001,64
25,2176,53.8170000000022,56.4060000000003,宽城区,870.4000000000001,19
26,2900,63.415250000002,53.2693333333327,宽城区,1160.0,40
27,1290,52.5747500000016,62.800333333333,宽城区,516.0,50
28,1361,58.7480000000014,64.5243333333336,宽城区,544.4,50
29,2000,60.3477500000018,57.4190000000006,宽城区,800.0,16
30,4008,60.7765000000029,62.9056666666656,宽城区,1603.2,27
31,6491,62.086500000003,49.1369999999994,宽城区,2596.4,54
32,673,56.6375000000008,60.8573333333335,宽城区,269.2,10
33,2831,59.8377499999998,62.9066666666679,宽城区,1132.4,40
34,3075,59.6325000000029,65.776666666667,宽城区,1230.0,17
35,4109,60.9169999999999,65.8056666666672,宽城区,1643.6000000000001,60
36,2009,57.3807500000001,50.3933333333322,宽城区,803.6,16
37,2766,48.2297500000009,64.2266666666676,宽城区,1106.4,30
38,2065,50.0002500000001,62.7279999999999,宽城区,826.0,22
39,1383,53.6187500000018,56.0169999999995,宽城区,553.2,4
40,3924,55.0770000000007,60.0593333333327,宽城区,1569.6000000000001,27
41,2654,59.885750000003,63.4889999999994,宽城区,1061.6000000000001,43
42,722,52.7995000000026,50.0903333333322,宽城区,288.8,14
43,2982,49.9330000000029,64.7716666666677,宽城区,1192.8,17
44,1722,52.3430000000005,65.1436666666664,宽城区,688.8000000000001,5
45,812,55.0882500000007,59.0463333333323,宽城区,324.8,14
46,5371,61.1080000000008,51.8816666666666,宽城区,2148.4,12
47,2238,50.7907500000009,63.6173333333332,宽城区,895.2,19
48,3719,58.6127500000018,50.521000000001,宽城区,1487.6000000000001,26
49,1963,59.2395000000003,54.916666666666,宽城区,785.2,16
50,3868,65.0430000000029,65.5423333333332,宽城区,1547.2,18
51,1982,63.6135000000024,60.0270000000004,宽城区,792.8000000000001,16
52,1228,53.5702499999999,66.1513333333327,宽城区,491.20000000000005,69
53,3479,51.4260000000029,67.8490000000001,宽城区,1391.6000000000001,8
54,3432,50.3230000000023,68.871333333334,宽城区,1372.8000000000002,8
55,1472,45.0910000000029,60.5900000000001,宽城区,588.8000000000001,4
56,1194,49.0952500000006,64.2953333333338,宽城区,477.6,69
57,1316,50.9847500000014,65.5789999999996,宽城区,526.4,50
58,960,55.1322499999998,59.1170000000005,宽城区,384.0,1
59,662,54.4555000000031,50.2733333333344,宽城区,264.8,10
60,1024,63.0052499999998,49.8153333333325,宽城区,409.6,1
61,1351,56.9412500000013,57.0769999999996,宽城区,540.4,50
62,874,60.5997500000015,56.7446666666669,宽城区,349.6,32
63,1260,50.2475000000011,63.8526666666669,宽城区,504.0,50
64,1202,51.5597500000027,66.7196666666664,宽城区,480.8,69
65,2168,60.3477500000018,57.4190000000006,宽城区,867.2,19
66,3205,58.9587500000022,60.1076666666671,宽城区,1282.0,21
67,1186,50.3947500000024,64.600000000001,宽城区,474.40000000000003,69
68,3762,58.7650000000011,53.2536666666677,宽城区,1504.8000000000002,18
69,1333,61.5987500000017,55.6713333333339,宽城区,533.2,50
70,1700,51.8547500000004,65.743,宽城区,680.0,5
71,1785,48.9105000000016,62.9513333333331,宽城区,714.0,5
72,1459,63.5242500000004,55.1300000000007,宽城区,583.6,4
73,992,51.7395000000001,65.1896666666663,宽城区,396.8,1
74,2023,62.1765000000032,59.6083333333345,宽城区,809.2,16
75,4649,64.1065000000012,64.5793333333344,宽城区,1859.6000000000001,39
76,3602,55.0707500000023,55.2303333333342,宽城区,1440.8000000000002,37
77,1796,50.4975000000023,64.8823333333345,宽城区,718.4000000000001,5
78,3400,57.1307500000025,48.4200000000001,宽城区,1360.0,8
79,923,54.7247500000019,60.6556666666667,宽城区,369.20000000000005,1
80,577,55.0224999999998,62.2456666666669,宽城区,230.8,10
81,886,44.7160000000011,62.0110000000006,宽城区,354.40000000000003,32
82,1349,57.9535,56.5443333333325,宽城区,539.6,50
83,1246,53.9822500000007,72.235333333334,宽城区,498.40000000000003,69
84,1285,53.5485000000016,51.730333333334,宽城区,514.0,50
85,1834,47.7665000000016,64.0469999999998,宽城区,733.6,64
86,2016,63.4414999999997,56.0196666666665,宽城区,806.4000000000001,16
87,1331,45.354500000002,61.487666666667,宽城区,532.4,50
88,203,56.3070000000003,58.835666666667,宽城区,81.2,63
89,788,53.5545000000006,67.9903333333343,宽城区,315.20000000000005,14
90,1096,50.5167499999999,63.039000000001,宽城区,438.40000000000003,47
91,491,55.15325,57.4269999999994,宽城区,196.4,24
92,1801,50.1557500000018,61.6383333333322,宽城区,720.4000000000001,5
93,313,55.384250000003,61.4433333333343,宽城区,125.2,9
94,1516,61.6057500000018,56.6190000000001,宽城区,606.4,2
95,855,53.4842500000003,52.0953333333338,宽城区,342.0,32
96,1496,49.0225000000031,61.387000000001,宽城区,598.4,4
97,2265,60.34425,58.3703333333337,宽城区,906.0,19
98,2042,52.8147500000031,63.788,宽城区,816.8000000000001,22
99,3574,58.6385000000007,69.428666666667,宽城区,1429.6000000000001,37
100,1346,50.4215000000023,63.3783333333327,宽城区,538.4,50
101,1715,63.6787500000011,59.4810000000005,宽城区,686.0,5
102,1246,53.8957500000024,55.5356666666664,宽城区,498.40000000000003,50
103,905,56.9907500000006,59.6099999999993,宽城区,362.0,1
104,1144,46.3942500000023,61.2043333333337,宽城区,457.6,47
105,801,58.9515000000027,56.3643333333322,宽城区,320.40000000000003,14
106,381,55.1727500000006,59.0189999999993,宽城区,152.4,9
107,519,60.1197500000019,56.7223333333331,宽城区,207.60000000000002,24
108,1545,57.0785000000029,52.7456666666666,宽城区,618.0,2
109,1307,58.7772500000021,60.6946666666678,宽城区,522.8000000000001,50
110,1262,51.690500000003,59.0806666666666,宽城区,504.8,50
111,480,51.1395000000015,62.8676666666668,宽城区,192.0,24
112,484,54.5834999999997,62.7550000000004,宽城区,193.60000000000002,24
113,252,56.5727500000008,50.263666666666,宽城区,100.80000000000001,63
114,2632,54.562500000003,52.5376666666659,宽城区,1052.8,43
115,511,56.7502500000003,58.644000000001,宽城区,204.4,24
116,1405,62.6397500000024,57.4533333333325,宽城区,562.0,4
117,1148,59.0012500000015,51.3423333333331,宽城区,459.20000000000005,47
118,274,52.2165000000001,50.612000000001,宽城区,109.60000000000001,63
119,462,52.4769999999997,62.3896666666658,宽城区,184.8,24
120,77,56.0749999999999,60.2299999999995,宽城区,30.8,23
121,1267,51.5605000000008,50.3283333333329,宽城区,506.8,50
122,394,48.9355000000025,63.9296666666667,宽城区,157.60000000000002,9
123,4224,54.6070000000007,50.9529999999998,宽城区,1689.6000000000001,6
124,802,59.9782500000003,54.9913333333336,宽城区,320.8,14
125,843,49.2247500000005,63.6266666666667,宽城区,337.20000000000005,32
126,1070,51.3022500000027,64.7013333333343,宽城区,428.0,47
127,207,56.5147500000016,58.3173333333325,宽城区,82.80000000000001,63
128,556,52.8707500000003,51.9970000000001,宽城区,222.4,10
129,846,47.9235000000031,64.403666666666,宽城区,338.40000000000003,32
130,1135,62.8127500000026,50.4559999999993,宽城区,454.0,47
131,1049,54.9237500000004,53.1349999999999,宽城区,419.6,1
132,597,56.6107500000008,57.7023333333339,宽城区,238.8,10
133,746,57.6152500000013,57.0216666666662,宽城区,298.40000000000003,14
134,922,62.5437499999997,59.3339999999998,宽城区,368.8,1
135,144,52.9295000000012,50.5646666666664,宽城区,57.6,23
136,1971,52.2072500000022,67.5113333333333,宽城区,788.4000000000001,16
137,854,63.6792499999999,50.285,宽城区,341.6,32
138,1684,63.2495000000013,49.093333333334,宽城区,673.6,2
139,1410,63.7354999999999,58.6979999999997,宽城区,564.0,4
140,504,56.9102500000014,57.3946666666672,宽城区,201.60000000000002,24
141,783,47.08325,61.7830000000007,宽城区,313.20000000000005,14
142,1190,52.069000000003,62.8876666666661,宽城区,476.0,69
143,254,55.1322499999998,59.1170000000005,宽城区,101.60000000000001,63
144,1963,58.6070000000021,52.6653333333324,宽城区,785.2,16
145,1418,45.9142500000027,60.1036666666677,宽城区,567.2,4
146,241,60.9357500000023,55.522666666666,宽城区,96.4,63
147,646,58.0617500000002,49.724,宽城区,258.40000000000003,10
148,1959,55.5490000000027,51.7966666666657,宽城区,783.6,16
149,1664,58.8405000000023,61.2289999999997,宽城区,665.6,2
150,669,51.9722500000022,64.2986666666658,宽城区,267.6,10
151,756,47.1874999999997,61.7479999999991,宽城区,302.40000000000003,14
152,464,52.3629999999997,65.0513333333341,宽城区,185.60000000000002,24
153,729,51.3022500000027,64.7013333333343,宽城区,291.6,14
154,785,52.1952500000005,50.2013333333338,宽城区,314.0,14
155,871,63.0387500000005,50.7500000000007,宽城区,348.40000000000003,32
156,835,62.2507500000005,57.2690000000004,宽城区,334.0,32
157,1705,54.338750000003,68.6196666666656,宽城区,682.0,5
158,1081,59.5750000000024,52.1300000000006,宽城区,432.40000000000003,47
159,662,45.5550000000002,62.7153333333344,宽城区,264.8,10
160,1044,55.7775000000014,60.7680000000007,宽城区,417.6,1
161,1095,61.7390000000029,49.7873333333345,宽城区,438.0,47
162,514,51.4812500000019,63.4970000000005,宽城区,205.60000000000002,24
163,972,62.3865000000023,56.5113333333329,宽城区,388.8,1
164,261,55.384250000003,61.4433333333343,宽城区,104.4,63
165,951,47.2410000000032,68.2100000000006,宽城区,380.40000000000003,1
166,2792,53.6187500000018,56.0169999999995,宽城区,1116.8,30
167,523,51.7752500000022,63.2043333333338,宽城区,209.20000000000002,24
168,1315,63.3510000000008,60.7009999999993,宽城区,526.0,50
169,7330,65.2070000000009,43.5193333333335,二道区,2932.0,51
170,6309,70.6389999999999,43.3019999999994,二道区,2523.6000000000004,28
171,3659,67.0455000000025,44.8019999999995,二道区,1463.6000000000001,26
172,7817,71.0104999999999,42.3813333333338,二道区,3126.8,13
173,11489,69.8310000000006,42.307666666666,二道区,4595.6,65
174,4315,71.8337499999997,43.1526666666666,二道区,1726.0,6
175,6719,69.9232500000022,43.5033333333337,二道区,2687.6000000000004,41
176,5153,71.3410000000003,44.7013333333336,二道区,2061.2000000000003,7
177,7266,70.9077499999999,48.6473333333327,二道区,2906.4,51
178,1995,65.6145000000024,39.4813333333322,二道区,798.0,16
179,3126,67.4835000000016,44.9409999999991,二道区,1250.4,21
180,1758,65.1020000000031,44.6479999999999,二道区,703.2,5
181,2220,70.4530000000005,44.5366666666658,二道区,888.0,19
182,6031,68.0390000000024,43.3956666666665,二道区,2412.4,15
183,7397,66.9890000000031,42.9203333333324,二道区,2958.8,11
184,2534,67.4700000000001,39.0753333333341,二道区,1013.6,29
185,5378,67.5625000000011,58.1083333333344,二道区,2151.2000000000003,12
186,5930,67.5870000000032,50.6076666666668,二道区,2372.0,42
187,3980,69.0390000000001,39.5840000000002,二道区,1592.0,27
188,1460,69.7945000000004,45.4456666666658,二道区,584.0,4
189,2963,72.0280000000031,42.1359999999993,二道区,1185.2,17
190,1811,69.7312500000002,45.8216666666663,二道区,724.4000000000001,5
191,7681,70.0029999999998,39.8693333333332,二道区,3072.4,13
192,7986,68.2335000000016,42.637999999999,二道区,3194.4,0
193,4413,68.114750000003,41.1993333333337,二道区,1765.2,62
194,5100,69.7045000000003,47.0169999999991,二道区,2040.0,7
195,1872,65.8477499999997,49.3159999999998,二道区,748.8000000000001,64
196,3173,72.0170000000024,44.6949999999996,二道区,1269.2,21
197,1767,65.8357500000015,41.4786666666676,二道区,706.8000000000001,5
198,4834,70.3942499999997,41.3066666666661,二道区,1933.6000000000001,20
199,2875,70.0060000000029,40.9626666666677,二道区,1150.0,40
200,3766,70.559750000001,49.0126666666673,二道区,1506.4,18
201,2307,73.0965000000019,41.2473333333333,二道区,922.8000000000001,70
202,1249,67.4495000000022,40.6616666666674,二道区,499.6,69
203,1313,68.8207500000004,45.4253333333341,二道区,525.2,50
204,1936,69.503000000001,46.5639999999989,二道区,774.4000000000001,16
205,1766,68.6260000000019,44.944666666666,二道区,706.4000000000001,5
206,6361,67.4650000000021,51.4933333333332,二道区,2544.4,33
207,5774,67.9890000000007,46.3366666666663,二道区,2309.6,68
208,2585,70.9370000000007,39.5800000000008,二道区,1034.0,43
209,2987,69.59625,57.4040000000006,二道区,1194.8,17
210,2366,69.3262500000031,41.4773333333329,二道区,946.4000000000001,31
211,4704,69.9552500000031,51.4926666666658,二道区,1881.6000000000001,39
212,792,68.8075000000019,40.7203333333328,二道区,316.8,14
213,3119,67.0072500000032,47.1010000000002,二道区,1247.6000000000001,21
214,1398,70.231500000002,46.1833333333341,二道区,559.2,4
215,2077,69.9922500000021,47.4993333333345,二道区,830.8000000000001,22
216,1178,67.3405000000003,41.3523333333335,二道区,471.20000000000005,69
217,1648,70.0682500000021,44.8796666666667,二道区,659.2,2
218,2413,75.0100000000025,44.2876666666668,二道区,965.2,31
219,5284,68.2197500000008,63.7376666666659,二道区,2113.6,12
220,1084,68.8552500000021,40.1993333333337,二道区,433.6,47
221,10019,71.1820000000003,57.1376666666671,二道区,4007.6000000000004,35
222,2135,69.585,58.3160000000002,二道区,854.0,22
223,4076,67.1447500000006,55.1953333333325,二道区,1630.4,60
224,1472,70.7070000000023,45.4496666666676,二道区,588.8000000000001,4
225,2421,66.4147499999999,42.1363333333342,二道区,968.4000000000001,31
226,1169,66.6195000000016,41.6906666666677,二道区,467.6,69
227,3299,67.8917500000011,59.8916666666677,二道区,1319.6000000000001,56
228,868,67.2449999999998,45.3240000000008,二道区,347.20000000000005,32
229,4267,67.7777500000012,50.9953333333328,二道区,1706.8000000000002,6
230,3823,68.0195000000019,61.0740000000002,二道区,1529.2,18
231,3497,68.584750000003,56.5063333333337,二道区,1398.8000000000002,37
232,906,65.832750000002,41.9300000000007,二道区,362.40000000000003,1
233,2065,71.9242500000021,48.2853333333324,二道区,826.0,22
234,2004,71.2740000000025,40.6730000000006,二道区,801.6,16
235,2065,68.6057499999997,57.3763333333327,二道区,826.0,22
236,434,65.6050000000015,40.3049999999989,二道区,173.60000000000002,24
237,2561,67.8677500000013,53.3953333333344,二道区,1024.4,29
238,1902,68.5165000000012,54.5139999999999,二道区,760.8000000000001,64
239,2312,70.3790000000026,57.6736666666662,二道区,924.8000000000001,70
240,1277,69.9922500000021,47.4993333333345,二道区,510.8,50
241,2263,66.8035000000025,60.9076666666676,二道区,905.2,19
242,1431,66.9652500000026,48.7036666666659,二道区,572.4,4
243,2884,67.7680000000009,61.5009999999998,二道区,1153.6000000000001,40
244,2872,68.6190000000018,52.4666666666676,二道区,1148.8,40
245,3599,74.109,57.3783333333324,二道区,1439.6000000000001,37
246,756,67.3145000000019,46.0009999999992,二道区,302.40000000000003,14
247,3384,73.2752500000018,57.1300000000008,二道区,1353.6000000000001,8
248,8489,68.5155000000002,65.0093333333336,二道区,3395.6000000000004,49
249,1182,72.0745000000029,40.079666666666,二道区,472.8,69
250,2152,69.0045000000019,41.4869999999989,二道区,860.8000000000001,22
251,1122,67.2635000000028,57.6879999999989,二道区,448.8,47
252,236,66.2149999999997,38.9696666666666,二道区,94.4,63
253,642,66.4905000000005,39.2003333333335,二道区,256.8,10
254,2401,65.4297499999998,40.5149999999992,二道区,960.4000000000001,31
255,309,66.8710000000026,40.6519999999991,二道区,123.60000000000001,9
256,637,73.2577499999998,41.9719999999989,二道区,254.8,10
257,1010,67.7127500000019,58.4186666666658,二道区,404.0,1
258,1187,67.5457500000007,47.2323333333335,二道区,474.8,69
259,597,66.6457500000028,40.6716666666659,二道区,238.8,10
260,768,68.2345000000026,41.9116666666663,二道区,307.20000000000005,14
261,639,69.5675000000016,45.1029999999998,二道区,255.60000000000002,10
262,1941,68.2365000000011,47.5143333333345,二道区,776.4000000000001,16
263,659,65.5497500000024,41.1666666666667,二道区,263.6,10
264,1745,71.6050000000017,39.5109999999998,二道区,698.0,5
265,1470,67.9492500000016,58.1359999999999,二道区,588.0,4
266,971,66.3170000000015,44.3266666666678,二道区,388.40000000000003,1
267,1081,66.4647500000015,40.1989999999988,二道区,432.40000000000003,47
268,5157,69.9977500000024,58.8849999999989,二道区,2062.8,7
269,1215,70.0540000000025,41.5126666666671,二道区,486.0,69
270,1536,67.8677500000013,53.3953333333344,二道区,614.4000000000001,2
271,742,66.4862500000005,38.8786666666666,二道区,296.8,14
272,861,66.8150000000019,39.0826666666655,二道区,344.40000000000003,32
273,2383,67.4830000000029,56.2830000000005,二道区,953.2,31
274,5828,68.5937500000016,48.4993333333345,二道区,2331.2000000000003,42
275,600,73.4787500000032,46.5469999999992,二道区,240.0,10
276,2563,67.9630000000024,57.2583333333322,二道区,1025.2,29
277,706,69.8187500000032,38.9293333333332,二道区,282.40000000000003,14
278,3936,69.6635000000008,61.6096666666669,二道区,1574.4,27
279,969,71.3612500000025,41.3580000000001,二道区,387.6,1
280,4251,68.8562500000032,64.346333333333,二道区,1700.4,6
281,2344,67.5355000000018,56.5243333333333,二道区,937.6,70
282,356,69.4442500000001,39.8613333333344,二道区,142.4,9
283,1082,65.832750000002,41.9300000000007,二道区,432.8,47
284,364,66.2754999999997,40.3589999999999,二道区,145.6,9
285,1078,66.6195000000016,45.9313333333332,二道区,431.20000000000005,47
286,320,71.2460000000021,45.5193333333336,二道区,128.0,9
287,1368,68.5475000000011,38.6373333333339,二道区,547.2,4
288,2730,71.3822500000028,39.2500000000003,二道区,1092.0,30
289,698,72.0652500000014,39.7076666666673,二道区,279.2,14
290,1874,71.5325,38.8893333333324,二道区,749.6,64
291,813,73.0240000000002,40.2286666666664,二道区,325.20000000000005,32
292,2251,72.8752500000027,52.7230000000003,二道区,900.4000000000001,19
293,636,67.7127500000019,58.4186666666658,二道区,254.4,10
294,834,68.6575000000005,55.8036666666671,二道区,333.6,32
295,1395,67.1999999999997,45.9193333333327,二道区,558.0,4
296,652,71.5452499999998,39.9043333333324,二道区,260.8,10
297,238,66.8710000000026,40.6519999999991,二道区,95.2,63
298,1086,73.2377500000006,38.7406666666668,二道区,434.40000000000003,47
299,2471,67.5707500000016,57.0326666666669,二道区,988.4000000000001,31
300,478,69.2700000000031,40.5936666666662,二道区,191.20000000000002,24
301,667,72.8875000000002,40.4983333333343,二道区,266.8,10
302,481,72.2457500000004,39.4323333333328,二道区,192.4,24
303,572,70.2914999999997,38.7756666666661,二道区,228.8,10
304,2189,67.7777500000012,50.9953333333328,二道区,875.6,19
305,2683,72.004500000002,47.5986666666657,二道区,1073.2,43
306,1459,71.911250000003,38.7269999999991,二道区,583.6,4
307,901,67.6270000000017,46.9873333333339,二道区,360.40000000000003,1
308,714,72.6265000000019,38.8639999999991,二道区,285.6,14
309,2379,68.8107500000008,53.6336666666675,二道区,951.6,31
310,3557,73.2752500000018,57.1300000000008,二道区,1422.8000000000002,37
311,3872,69.3222500000026,61.0029999999995,二道区,1548.8000000000002,18
312,695,67.0680000000026,46.2246666666673,二道区,278.0,14
313,449,66.2495000000014,40.6860000000009,二道区,179.60000000000002,24
314,774,65.9745000000029,40.8373333333335,二道区,309.6,14
315,3781,72.5817500000012,42.3003333333322,二道区,1512.4,18
316,3664,69.3642500000031,59.6553333333342,二道区,1465.6000000000001,26
317,1374,68.8655000000011,43.8463333333322,二道区,549.6,4
318,818,72.8377500000015,49.9763333333334,二道区,327.20000000000005,32
319,833,72.8074999999997,39.5073333333329,二道区,333.20000000000005,32
320,706,72.1877500000012,38.7739999999989,二道区,282.40000000000003,14
321,1849,72.8207500000018,55.0146666666673,二道区,739.6,64
322,553,66.0505000000029,39.7259999999993,二道区,221.20000000000002,24
323,338,66.5995000000024,47.0250000000003,二道区,135.20000000000002,9
324,214,68.9507500000026,38.9596666666658,二道区,85.60000000000001,63
325,699,70.5227500000021,41.2876666666667,二道区,279.6,14
326,736,68.5830000000003,53.7353333333333,二道区,294.40000000000003,14
327,1068,68.5252500000004,39.0930000000012,二道区,427.20000000000005,1
328,426,69.8187500000032,38.9293333333332,二道区,170.4,9
329,977,67.5542500000006,38.5156666666665,二道区,390.8,1
330,666,74.0815000000019,49.0889999999998,二道区,266.40000000000003,10
331,1356,70.9105000000001,40.3210000000011,二道区,542.4,50
332,1329,68.5867500000015,51.2626666666662,二道区,531.6,50
333,1854,73.8367500000017,46.5983333333332,二道区,741.6,64
334,1589,73.0557500000018,45.5876666666673,二道区,635.6,2
335,929,67.4530000000004,60.4033333333334,二道区,371.6,1
336,1857,68.2112500000009,54.2543333333327,二道区,742.8000000000001,64
337,1514,67.2577500000031,45.353666666666,二道区,605.6,2
338,5084,42.7587500000008,34.7663333333325,朝阳区,2033.6000000000001,7
339,7500,48.6890000000031,37.4113333333336,朝阳区,3000.0,11
340,4024,41.4762500000023,34.6256666666657,朝阳区,1609.6000000000001,27
341,11681,49.436,28.8456666666666,朝阳区,4672.400000000001,36
342,15044,50.0287500000027,32.9000000000003,朝阳区,6017.6,59
343,4064,41.05925,33.9420000000009,朝阳区,1625.6000000000001,60
344,5865,38.9782500000031,32.6666666666663,朝阳区,2346.0,42
345,2641,43.1792500000014,34.5699999999998,朝阳区,1056.4,43
346,3002,39.8992500000013,32.6923333333345,朝阳区,1200.8,17
347,3721,43.1380000000026,35.9473333333327,朝阳区,1488.4,26
348,7011,49.4112500000021,30.8456666666667,朝阳区,2804.4,58
349,3500,49.8012500000016,36.6850000000009,朝阳区,1400.0,37
350,4149,47.9060000000011,38.673333333333,朝阳区,1659.6000000000001,6
351,2790,46.755000000001,36.3083333333331,朝阳区,1116.0,30
352,8168,45.3055000000013,38.503666666666,朝阳区,3267.2000000000003,44
353,8963,37.722500000001,31.4546666666663,朝阳区,3585.2000000000003,52
